Temps,Mags
0.05,1.0
0.16896551724137931,0.9999986666666668
0.28793103448275864,0.9997756790123458
0.4068965517241379,0.9975599753086419
0.5258620689655172,0.9901106172839506
0.6448275862068966,0.9748886419753086
0.7637931034482759,0.9502364691358025
0.8827586206896553,0.9147032098765432
1.0017241379310344,0.8671740740740741
1.120689655172414,0.8075761234567902
1.2396551724137932,0.739331061728395
1.3586206896551725,0.6657164938271605
1.4775862068965517,0.5931525432098766
1.596551724137931,0.5254613333333333
1.7155172413793105,0.465864962962963
1.8344827586206898,0.41420666666666667
1.953448275862069,0.37049046913580247
2.0724137931034483,0.33364392592592595
2.1913793103448276,0.3031854814814815
2.310344827586207,0.27630195061728396
2.429310344827586,0.253970938271605
2.5482758620689654,0.23424182716049383
2.6672413793103447,0.21722841975308643
2.786206896551724,0.20241975308641977
2.905172413793103,0.18919375308641975
3.0241379310344825,0.17785967901234567
3.1431034482758617,0.1676904197530864
3.2620689655172415,0.15821007407407406
3.3810344827586207,0.1500292839506173
3.5,0.14255441975308641
