Temps,Mags
0.05,1.0
0.16896551724137931,0.9999999669421488
0.28793103448275864,0.999999090909091
0.4068965517241379,0.9999428099173554
0.5258620689655172,0.9994297685950413
0.6448275862068966,0.9973386115702481
0.7637931034482759,0.9920300826446281
0.8827586206896553,0.9815476363636364
1.0017241379310344,0.9639869256198346
1.120689655172414,0.9372508099173554
1.2396551724137932,0.9000039008264462
1.3586206896551725,0.8518315537190083
1.4775862068965517,0.7927628595041322
1.596551724137931,0.7269781983471075
1.7155172413793105,0.6573557355371901
1.8344827586206898,0.5900401983471074
1.953448275862069,0.5276443140495868
2.0724137931034483,0.47133401652892565
2.1913793103448276,0.42306728925619835
2.310344827586207,0.3804085950413223
2.429310344827586,0.3449163140495868
2.5482758620689654,0.3135474710743802
2.6672413793103447,0.2870830909090909
2.786206896551724,0.26391166942148764
2.905172413793103,0.24352211570247934
3.0241379310344825,0.2269805785123967
3.1431034482758617,0.21077004958677684
3.2620689655172415,0.1978665785123967
3.3810344827586207,0.1857692727272727
3.5,0.17473352066115705
