Temps,Mags
0.05,1.0
0.16896551724137931,1.0
0.28793103448275864,1.0
0.4068965517241379,1.0
0.5258620689655172,0.9987
0.6448275862068966,0.996425
0.7637931034482759,0.9854
0.8827586206896553,0.972325
1.0017241379310344,0.9372
1.120689655172414,0.8866625
1.2396551724137932,0.8347
1.3586206896551725,0.81275
1.4775862068965517,0.7565875
1.596551724137931,0.7062625
1.7155172413793105,0.66735
1.8344827586206898,0.6215875
1.953448275862069,0.5828375
2.0724137931034483,0.5468625
2.1913793103448276,0.5309875
2.310344827586207,0.510975
2.429310344827586,0.4851875
2.5482758620689654,0.4675625
2.6672413793103447,0.461625
2.786206896551724,0.44655
2.905172413793103,0.43755
3.0241379310344825,0.425825
3.1431034482758617,0.4120875
3.2620689655172415,0.4084375
3.3810344827586207,0.399875
3.5,0.3930125
